oa_code,rnk,appliance_callsign,drive_time
E00076977,3,KV17P1,5.98
E00076978,3,KV17P1,5.83
E00076979,3,KV17P1,6.1
E00076980,3,KV17P1,5.88
E00076981,3,KV17P1,6.28
E00076982,3,KV17P1,6.38
E00076983,3,KV17P1,6.15
E00076984,3,KV17P1,6.35
E00076985,3,KV17P1,6.35
E00076986,3,KV17P1,6.54
E00076987,3,KV17P1,6.38
E00076988,3,KV17P1,6.35
E00076989,3,KV17P1,6.53
E00076990,3,KV17P1,6.53
E00076991,3,KV17P2,2.62
E00076992,3,KV30P1,6.02
E00076993,3,KV17P2,2.6
E00076994,3,KV17P2,3.39
E00076995,3,KV17P2,3.12
E00076996,3,KV17P2,2.76
E00076997,3,KV17P2,2.46
E00076998,3,KV17P2,2.56
E00076999,3,KV17P2,3.7
E00077000,3,KV17P2,4.43
E00077001,3,KV17P2,3.49
E00077002,3,KV17P2,2.5
E00077003,3,KV17P2,3.23
E00077004,3,KV17P2,2.84
E00077005,3,KV17P2,2.86
E00077006,3,KV17P2,2.54
E00077007,3,KV17P2,3.02
E00077008,3,KV17P2,3.47
E00077009,3,KV17P2,3.14
E00077010,3,KV17P2,4.12
E00077011,3,KV17P2,3.54
E00077012,3,KV17P2,2.97
E00077013,3,KV17P2,4.29
E00077014,3,KV17P2,3.99
E00077015,3,KV17P2,4.21
E00077016,3,KV18P1,8.77
E00077017,3,KV18P1,7.13
E00077018,3,KV18P1,6.96
E00077019,3,KV17P2,2.83
E00077020,3,KV18P1,7.07
E00077021,3,KV17P2,3.5
E00077022,3,KV18P1,7.02
E00077023,3,KV17P2,2.56
E00077024,3,KV17P2,3.16
E00077025,3,KV17P2,2.23
E00077026,3,KV18P1,6.5
E00077027,3,KV18P1,7.23
E00077028,3,KV17P2,2.07
E00077029,3,KV17P2,2.37
E00077030,3,KV18P1,8.54
E00077031,3,KV18P1,8.06
E00077032,3,KV18P1,8.95
E00077033,3,KV18P1,8.55
E00077034,3,KV18P1,8.34
E00077035,3,KV18P1,8.3
E00077036,3,KV18P1,8.11
E00077037,3,KV18P1,8.98
E00077038,3,KV18P1,7.62
E00077039,3,KV18P1,8.28
E00077040,3,KV18P1,7.94
E00077042,3,KV18P1,8.1
E00077043,3,KV18P1,8.76
E00077044,3,KV18P1,8.27
E00077045,3,KV18P1,8.08
E00077046,3,KV18P1,8.26
E00077047,3,KV18P1,8.86
E00077048,3,KV18P1,7.81
E00077049,3,KV18P1,7.88
E00077050,3,KV18P1,7.62
E00077051,3,KV18P1,7.93
E00077052,3,KV18P1,8.03
E00077053,3,KV18P1,8.27
E00077054,3,KV18P1,7.97
E00077055,3,KV17P3,0.84
E00077056,3,KV17P3,2.83
E00077057,3,KV17P3,2.12
E00077058,3,KV17P3,2.12
E00077059,3,KV17P3,1.61
E00077061,3,KV17P3,1.64
E00077062,3,KV17P3,1.81
E00077063,3,KV17P3,2.0
E00077064,3,KV17P2,2.41
E00077065,3,KV17P3,0.76
E00077066,3,KV17P3,0.72
E00077067,3,KV17P3,1.36
E00077068,3,KV17P3,0.58
E00077069,3,KV18P1,6.94
E00077070,3,KV17P3,1.24
E00077071,3,KV17P3,2.16
E00077072,3,KV17P3,0.62
E00077073,3,KV18P1,7.18
E00077074,3,KV17P3,1.5
E00077075,3,KV18P1,6.41
E00077076,3,KV17P3,1.71
E00077077,3,KV17P2,1.34
E00077078,3,KV17P3,1.23
E00077079,3,KV17P2,2.12
E00077080,3,KV17P2,1.69
E00077081,3,KV17P2,2.58
E00077082,3,KV17P2,1.82
E00077083,3,KV17P2,3.36
E00077084,3,KV17P2,4.24
E00077085,3,KV17P3,1.11
E00077086,3,KV17P2,2.76
E00077087,3,KV17P2,2.32
E00077088,3,KV17P2,2.71
E00077089,3,KV17P2,3.05
E00077090,3,KV17P2,1.89
E00077091,3,KV17P3,1.3
E00077092,3,KV17P3,1.33
E00077093,3,KV17P2,2.8
E00077094,3,KV18P1,6.23
E00077095,3,KV17P2,0.97
E00077096,3,KV18P1,6.2
E00077097,3,KV17P2,2.12
E00077098,3,KV17P2,2.27
E00077099,3,KV17P2,2.02
E00077100,3,KV17P2,0.94
E00077101,3,KV17P2,1.77
E00077102,3,KV17P2,1.63
E00077103,3,KV17P2,2.35
E00077104,3,KV17P2,1.85
E00077105,3,KV17P2,2.71
E00077107,3,KV17P2,2.32
E00077108,3,KV17P2,2.45
E00077109,3,KV17P2,2.68
E00077110,3,KV17P2,2.04
E00077111,3,KV17P2,2.47
E00077112,3,KV17P2,2.48
E00077113,3,KV17P2,2.28
E00077114,3,KV17P2,2.54
E00077115,3,KV17P2,2.97
E00077116,3,KV17P2,2.9
E00077117,3,KV17P2,2.36
E00077118,3,KV17P2,2.56
E00077119,3,KV17P2,2.79
E00077120,3,KV17P2,3.23
E00077121,3,KV17P2,3.42
E00077122,3,KV17P2,3.39
E00077123,3,KV17P2,3.45
E00077124,3,KV17P3,3.06
E00077125,3,KV17P3,3.12
E00077126,3,KV17P3,2.74
E00077127,3,KV17P3,2.85
E00077128,3,KV17P3,3.89
E00077129,3,KV17P3,3.61
E00077130,3,KV17P3,3.38
E00077131,3,KV17P3,3.2
E00077132,3,KV17P3,3.3
E00077133,3,KV17P3,2.73
E00077134,3,KV17P3,2.57
E00077135,3,KV17P3,2.23
E00077136,3,KV17P3,2.23
E00077137,3,KV17P3,2.53
E00077138,3,KV18P1,7.52
E00077139,3,KV17P3,2.41
E00077140,3,KV17P3,1.82
E00077141,3,KV17P3,2.24
E00077142,3,KV18P1,7.04
E00077143,3,KV17P3,1.33
E00077144,3,KV17P3,1.74
E00077145,3,KV17P3,1.76
E00077146,3,KV17P3,3.45
E00077147,3,KV17P3,3.02
E00077148,3,KV17P2,4.88
E00077149,3,KV17P2,4.71
E00077150,3,KV17P2,5.19
E00077151,3,KV17P2,5.73
E00077152,3,KV17P2,5.28
E00077153,3,KV17P2,5.42
E00077154,3,KV17P2,5.32
E00077155,3,KV17P2,5.14
E00077156,3,KV17P2,4.62
E00077157,3,KV17P2,3.84
E00077158,3,KV17P2,6.29
E00077159,3,KV17P2,4.88
E00077160,3,KV17P2,3.74
E00077161,3,KV17P2,5.15
E00077162,3,KV17P2,4.05
E00077163,3,KV17P2,4.57
E00077164,3,KV17P2,4.74
E00077165,3,KV17P2,3.76
E00077166,3,KV17P2,4.99
E00077167,3,KV17P2,4.33
E00077168,3,KV17P2,7.24
E00077169,3,KV17P2,5.69
E00077170,3,KV17P2,5.12
E00077171,3,KV17P2,4.53
E00077172,3,KV17P2,4.56
E00077173,3,KV17P2,5.16
E00077174,3,KV17P2,4.87
E00077175,3,KV17P2,4.36
E00077176,3,KV17P2,5.07
E00077177,3,KV17P2,4.84
E00077178,3,KV17P2,5.08
E00100629,3,KV42P1,12.94
E00100630,3,KV42P1,13.52
E00100631,3,KV75P1,10.17
E00100632,3,D6P1,10.31
E00100633,3,D6P1,10.09
E00100634,3,D6P1,10.26
E00100635,3,D6P1,11.66
E00100636,3,KV75P2,12.91
E00100637,3,KV42P1,10.93
E00100638,3,KV42P1,10.36
E00100639,3,KV42P1,10.62
E00100640,3,KV42P1,10.82
E00100641,3,KV75P2,10.83
E00100642,3,KV37P1,9.05
E00100643,3,KV42P1,10.84
E00100644,3,KV37P1,9.25
E00100645,3,KV42P1,12.31
E00100646,3,KV42P1,11.46
E00100647,3,KV37P1,8.92
E00100648,3,KV37P1,8.41
E00100649,3,KV37P1,9.13
E00100650,3,KV37P1,8.83
E00100651,3,D6P1,10.85
E00100652,3,KV42P1,11.0
E00100653,3,KV43P1,12.75
E00100654,3,KV43P1,13.43
E00100655,3,KV43P1,12.15
E00100656,3,KV43P1,12.55
E00100657,3,KV43P1,12.89
E00100658,3,KV42P1,9.57
E00100659,3,KV43P2,9.11
E00100660,3,KV32P2,8.37
E00100661,3,KV32P2,8.13
E00100662,3,KV32P2,7.55
E00100663,3,KV41P1,10.96
E00100664,3,KV32P2,10.41
E00100665,3,KV32P2,5.79
E00100666,3,KV32P2,7.35
E00100667,3,KV32P1,11.99
E00100668,3,KV32P2,7.98
E00100669,3,KV32P2,8.13
E00100670,3,KV32P2,7.75
E00100671,3,KV59P1,16.43
E00100672,3,KV32P2,8.04
E00100673,3,KV32P1,12.95
E00100674,3,KV32P1,14.35
E00100675,3,KV32P1,12.76
E00100676,3,KV33P2,3.41
E00100677,3,KV33P2,3.37
E00100678,3,KV33P2,3.78
E00100679,3,KV33P2,4.42
E00100680,3,KV33P2,4.61
E00100681,3,KV33P2,2.07
E00100682,3,KV33P2,3.72
E00100683,3,KV33P2,2.82
E00100684,3,KV33P2,3.22
E00100685,3,KV33P2,3.35
E00100686,3,KV33P2,3.22
E00100687,3,KV33P2,4.35
E00100688,3,KV33P2,2.93
E00100689,3,KV33P2,2.76
E00100690,3,KV33P2,2.18
E00100691,3,KV33P2,3.83
E00100692,3,KV33P2,4.61
E00100693,3,KV33P2,4.42
E00100694,3,KV33P2,3.55
E00100695,3,KV33P2,4.64
E00100696,3,KV33P2,5.43
E00100697,3,KV33P2,4.69
E00100698,3,KV33P2,2.96
E00100699,3,KV45P2,3.18
E00100700,3,KV45P2,3.08
E00100701,3,KV45P1,5.21
E00100702,3,KV45P1,4.63
E00100703,3,KV45P1,8.25
E00100704,3,KV45P1,5.67
E00100705,3,KV32P2,8.67
E00100706,3,KV45P1,4.76
E00100707,3,KV34P1,9.34
E00100708,3,KV34P1,10.24
E00100709,3,KV34P1,9.89
E00100710,3,KV34P1,9.84
E00100711,3,KV40P1,10.19
E00100712,3,KV34P1,9.59
E00100713,3,KV34P1,9.24
E00100714,3,KV34P1,9.0
E00100715,3,KV34P1,9.06
E00100716,3,KV34P1,8.95
E00100717,3,KV34P1,9.45
E00100718,3,KV37P1,9.98
E00100719,3,KV40P2,8.31
E00100720,3,KV37P1,10.56
E00100721,3,KV43P1,12.6
E00100722,3,KV37P1,8.87
E00100723,3,KV41P1,11.92
E00100724,3,KV39P1,16.69
E00100725,3,KV70P2,14.91
E00100726,3,KV41P1,17.84
E00100727,3,KV41P1,17.71
E00100728,3,KV41P1,17.34
E00100729,3,KV41P1,17.12
E00100730,3,KV40P2,11.66
E00100731,3,KV59P1,12.63
E00100732,3,KV32P2,8.31
E00100733,3,KV32P2,6.43
E00100734,3,KV32P2,5.86
E00100735,3,KV59P1,11.17
E00100736,3,KV59P1,8.15
E00100737,3,KV36P1,6.09
E00100738,3,KV36P1,5.48
E00100739,3,KV36P1,6.4
E00100740,3,KV36P1,6.31
E00100741,3,KV36P1,5.98
E00100742,3,KV36P1,5.81
E00100743,3,KV36P1,6.51
E00100745,3,KV36P1,6.63
E00100746,3,KV36P1,5.52
E00100747,3,KV36P1,6.36
E00100748,3,KV36P1,5.22
E00100749,3,KV36P1,5.83
E00100750,3,KV36P1,5.8
E00100751,3,KV36P1,5.71
E00100752,3,KV36P1,5.27
E00100753,3,KV36P1,6.68
E00100754,3,KV36P1,5.67
E00100755,3,KV36P1,4.8
E00100756,3,KV36P1,5.51
E00100757,3,KV36P1,6.84
E00100758,3,KV36P1,6.95
E00100759,3,KV36P1,7.75
E00100760,3,KV45P1,8.05
E00100761,3,KV36P1,7.07
E00100762,3,KV36P1,7.03
E00100763,3,KV36P1,7.11
E00100764,3,KV36P1,6.63
E00100765,3,KV36P1,7.28
E00100766,3,KV36P1,7.23
E00100767,3,KV36P1,7.72
E00100768,3,KV36P1,7.59
E00100769,3,KV36P1,6.9
E00100770,3,KV36P1,7.83
E00100771,3,KV36P1,6.44
E00100772,3,KV36P1,7.51
E00100773,3,KV36P1,7.48
E00100774,3,KV36P1,6.59
E00100775,3,KV36P1,7.01
E00100776,3,KV36P1,7.48
E00100777,3,KV36P1,6.97
E00100778,3,KV36P1,7.22
E00100779,3,KV36P1,5.38
E00100780,3,KV36P1,6.24
E00100781,3,KV36P1,6.78
E00100782,3,KV36P1,6.71
E00100783,3,KV36P1,4.72
E00100784,3,KV36P1,6.15
E00100785,3,KV36P1,6.45
E00100786,3,KV36P1,6.16
E00100787,3,KV36P1,6.76
E00100788,3,KV36P1,6.28
E00100789,3,KV36P1,6.7
E00100790,3,KV36P1,8.07
E00100791,3,KV36P1,4.14
E00100792,3,KV36P1,3.78
E00100793,3,KV36P1,4.44
E00100794,3,KV36P1,4.37
E00100795,3,KV36P1,4.66
E00100796,3,KV36P1,5.43
E00100797,3,KV36P1,4.85
E00100798,3,KV36P1,5.54
E00100799,3,KV36P1,5.33
E00100800,3,KV36P1,6.28
E00100801,3,KV36P1,6.18
E00100802,3,KV36P1,7.3
E00100803,3,KV36P1,6.48
E00100804,3,KV36P1,6.68
E00100805,3,KV36P1,6.93
E00100806,3,KV36P1,7.28
E00100807,3,KV36P1,7.5
E00100808,3,KV36P1,7.2
E00100809,3,KV36P1,7.8
E00100810,3,KV36P1,7.5
E00100811,3,KV36P1,7.67
E00100812,3,KV36P1,6.91
E00100813,3,KV36P1,7.1
E00100814,3,KV36P1,6.86
E00100815,3,KV36P1,7.06
E00100816,3,KV36P1,7.21
E00100817,3,KV36P1,6.88
E00100818,3,KV36P1,6.9
E00100819,3,KV36P1,7.03
E00100820,3,KV36P1,7.14
E00100821,3,KV36P1,6.49
E00100822,3,KV36P1,6.79
E00100823,3,KV36P1,7.03
E00100824,3,KV36P1,6.83
E00100825,3,KV36P1,6.77
E00100826,3,KV36P1,5.03
E00100827,3,KV36P1,5.21
E00100828,3,KV36P1,6.3
E00100829,3,KV36P1,4.54
E00100830,3,KV36P1,6.26
E00100831,3,KV36P1,4.89
E00100832,3,KV36P1,6.62
E00100833,3,KV36P1,6.48
E00100834,3,KV36P1,5.89
E00100835,3,KV36P1,4.34
E00100836,3,KV36P1,5.66
E00100837,3,KV36P1,4.6
E00100838,3,KV36P1,6.26
E00100839,3,KV36P1,4.68
E00100840,3,KV36P1,5.39
E00100841,3,KV36P1,5.84
E00100842,3,KV36P1,4.55
E00100843,3,KV36P1,5.06
E00100844,3,KV36P1,5.62
E00100845,3,KV36P1,6.08
E00100846,3,KV36P1,5.15
E00100847,3,KV36P1,5.53
E00100848,3,KV36P1,4.99
E00100849,3,KV36P1,2.64
E00100850,3,KV41P1,8.73
E00100851,3,KV40P2,7.63
E00100852,3,KV40P2,7.43
E00100853,3,KV40P2,7.23
E00100854,3,KV40P2,7.62
E00100855,3,KV40P2,7.67
E00100856,3,KV40P2,7.26
E00100857,3,KV41P1,6.96
E00100858,3,KV41P1,9.25
E00100859,3,KV41P1,9.38
E00100860,3,KV41P1,10.14
E00100861,3,KV41P1,8.86
E00100862,3,KV41P1,9.51
E00100863,3,KV41P1,9.18
E00100864,3,KV41P1,8.84
E00100865,3,KV41P1,9.2
E00100866,3,KV41P1,8.84
E00100867,3,KV41P1,8.78
E00100868,3,KV41P1,7.29
E00100869,3,KV41P1,8.94
E00100870,3,KV41P1,8.47
E00100871,3,KV41P1,8.52
E00100872,3,KV41P1,9.21
E00100873,3,KV41P1,9.32
E00100874,3,KV41P1,11.6
E00100875,3,KV41P1,9.73
E00100876,3,KV41P1,8.49
E00100877,3,KV41P1,9.77
E00100878,3,KV41P1,9.09
E00100879,3,KV41P1,8.97
E00100880,3,KV41P1,10.22
E00100881,3,KV41P1,9.0
E00100882,3,KV41P1,8.95
E00100883,3,KV41P1,9.41
E00100884,3,KV41P1,9.04
E00100885,3,KV41P1,8.59
E00100886,3,KV41P1,9.9
E00100887,3,KV41P1,10.03
E00100888,3,KV41P1,9.92
E00100889,3,KV41P1,9.46
E00100890,3,KV41P1,8.86
E00100891,3,KV41P1,9.82
E00100892,3,KV41P1,8.91
E00100893,3,KV41P1,9.63
E00100894,3,KV41P1,9.77
E00100895,3,KV41P1,9.25
E00100896,3,KV41P1,9.2
E00100897,3,KV41P1,9.64
E00100898,3,KV40P1,10.66
E00100899,3,KV42P1,10.23
E00100900,3,KV42P1,10.12
E00100901,3,KV42P1,10.17
E00100902,3,KV37P1,5.24
E00100903,3,KV37P1,5.24
E00100904,3,KV42P1,8.53
E00100905,3,KV34P1,6.74
E00100906,3,KV33P1,10.17
E00100907,3,KV41P1,7.23
E00100908,3,KV33P1,10.1
E00100909,3,KV59P1,10.0
E00100910,3,KV33P1,10.38
E00100911,3,KV33P1,10.23
E00100912,3,KV41P1,7.9
E00100913,3,KV41P1,14.01
E00100914,3,KV41P1,13.95
E00100915,3,KV41P1,12.17
E00100916,3,KV40P2,12.39
E00100917,3,KV40P2,11.63
E00100918,3,KV41P1,14.57
E00100919,3,KV75P2,16.12
E00100920,3,KV43P1,9.91
E00100921,3,KV43P1,10.48
E00100922,3,KV43P1,9.64
E00100923,3,KV59P1,12.62
E00100924,3,KV43P1,11.39
E00100925,3,KV40P2,5.86
E00100926,3,KV59P1,13.2
E00100927,3,KV43P1,10.92
E00100928,3,KV43P1,10.59
E00100929,3,KV43P1,10.71
E00100930,3,KV43P2,5.87
E00100931,3,KV41P1,5.24
E00100932,3,KV43P2,6.32
E00100933,3,KV40P2,8.9
E00100934,3,KV43P1,10.06
E00100935,3,KV40P2,8.27
E00100936,3,KV40P2,8.47
E00100937,3,KV40P2,8.87
E00100938,3,KV40P2,8.97
E00100939,3,KV40P2,8.5
E00100940,3,KV40P2,8.91
E00100941,3,KV40P2,8.5
E00100942,3,KV40P1,9.13
E00100943,3,KV40P2,9.12
E00100944,3,KV40P1,8.92
E00100945,3,KV40P1,9.03
E00100946,3,KV40P1,9.9
E00100947,3,KV40P2,7.85
E00100948,3,KV33P2,7.09
E00100949,3,KV59P1,11.03
E00100950,3,KV43P1,7.9
E00100951,3,KV33P2,6.68
E00100952,3,KV43P1,7.75
E00100953,3,KV33P1,10.76
E00100954,3,KV45P1,7.58
E00100955,3,KV34P1,11.54
E00100956,3,KV34P1,11.21
E00100957,3,KV34P1,11.58
E00100958,3,KV34P1,10.43
E00100959,3,KV34P1,10.33
E00100960,3,KV34P1,9.98
E00100961,3,KV34P1,10.36
E00100962,3,KV34P1,10.38
E00100963,3,KV34P1,11.39
E00100964,3,KV34P1,10.56
E00100965,3,KV34P1,11.2
E00100966,3,KV34P1,10.55
E00100967,3,KV34P1,10.93
E00100968,3,KV34P1,10.74
E00100969,3,KV34P1,11.08
E00100970,3,KV34P1,11.21
E00100971,3,KV34P1,11.14
E00100972,3,KV34P1,11.36
E00100973,3,KV34P1,11.5
E00100974,3,KV34P1,12.44
E00100975,3,KV34P1,12.1
E00100976,3,KV34P1,11.02
E00100977,3,KV34P1,9.96
E00100978,3,KV34P1,9.93
E00100979,3,KV34P1,10.22
E00100980,3,KV34P1,9.64
E00100981,3,KV41P1,11.47
E00100982,3,KV41P1,7.78
E00100983,3,KV41P1,7.97
E00100984,3,KV41P1,7.36
E00100985,3,KV41P1,10.15
E00100986,3,KV41P1,11.86
E00100987,3,KV41P1,10.57
E00100988,3,KV41P1,8.96
E00100989,3,KV41P1,8.85
E00100990,3,KV41P1,9.2
E00100991,3,KV41P1,8.67
E00100992,3,KV41P1,8.99
E00100993,3,KV41P1,9.38
E00100994,3,KV41P1,10.36
E00100995,3,KV41P1,9.4
E00100996,3,KV41P1,9.95
E00100997,3,KV41P1,9.54
E00100998,3,KV41P1,9.69
E00100999,3,KV41P1,9.7
E00101000,3,KV41P1,9.85
E00101001,3,KV41P1,9.81
E00101002,3,KV41P1,10.31
E00101003,3,KV41P1,10.31
E00101004,3,KV41P1,10.56
E00101005,3,KV41P1,7.48
E00101006,3,KV41P1,8.7
E00101007,3,KV41P1,8.75
E00101008,3,KV41P1,8.92
E00101009,3,KV41P1,8.81
E00101010,3,KV41P1,10.58
E00101011,3,KV41P1,10.78
E00101012,3,KV33P1,12.63
E00101013,3,KV33P1,13.22
E00101014,3,KV41P1,11.36
E00101015,3,KV41P1,11.16
E00101016,3,KV33P1,12.35
E00101017,3,KV33P1,13.16
E00101018,3,KV33P1,13.09
E00101019,3,KV41P1,8.31
E00101020,3,KV41P1,9.58
E00101021,3,KV41P1,10.38
E00101022,3,KV41P1,10.27
E00101023,3,KV41P1,10.16
E00101024,3,KV41P1,10.75
E00101025,3,KV41P1,10.25
E00101026,3,KV41P1,10.38
E00101027,3,KV41P1,10.66
E00101028,3,KV41P1,11.05
E00101029,3,KV33P1,12.83
E00101030,3,KV41P1,9.89
E00101031,3,KV41P1,12.02
E00101032,3,KV40P2,9.78
E00101033,3,KV39P1,9.97
E00101034,3,KV40P2,10.36
E00101035,3,KV41P1,10.39
E00101036,3,KV40P1,11.62
E00101037,3,KV40P1,12.91
E00101038,3,D6P1,8.78
E00101039,3,D6P1,5.93
E00101040,3,KV37P1,6.27
E00101041,3,KV42P1,11.43
E00101042,3,KV42P1,11.5
E00101043,3,KV42P1,11.27
E00101044,3,KV42P1,11.03
E00101045,3,KV42P1,12.63
E00101046,3,KV40P2,10.35
E00101047,3,KV40P1,11.41
E00101048,3,KV40P1,10.41
E00101049,3,KV40P1,11.22
E00101050,3,KV32P1,15.38
E00101051,3,KV40P1,11.94
E00101052,3,KV40P1,11.47
E00101053,3,KV59P1,10.55
E00101054,3,KV45P1,7.44
E00101055,3,KV59P1,11.5
E00101056,3,KV59P1,11.31
E00101057,3,KV45P1,7.67
E00101058,3,KV59P1,10.38
E00101059,3,KV45P1,6.54
E00101060,3,KV45P1,7.12
E00101061,3,KV45P1,6.98
E00101062,3,KV45P1,6.41
E00101063,3,KV45P1,7.98
E00101064,3,KV45P2,4.07
E00101065,3,KV45P1,7.38
E00101067,3,KV75P1,9.58
E00101068,3,KV75P1,8.27
E00101069,3,KV34P1,9.41
E00101070,3,KV75P1,5.99
E00101071,3,KV75P1,6.44
E00101072,3,KV75P1,11.35
E00101073,3,KV75P1,10.86
E00101074,3,KV40P1,12.49
E00101075,3,KV40P1,14.0
E00101076,3,KV32P2,5.07
E00101077,3,KV32P2,5.05
E00101078,3,KV32P2,2.83
E00101079,3,KV32P2,5.03
E00101080,3,KV32P2,3.78
E00101081,3,KV32P2,3.86
E00101082,3,KV32P2,3.39
E00101083,3,KV32P2,3.6
E00101084,3,KV32P2,4.18
E00101085,3,KV32P2,4.93
E00101086,3,KV32P2,4.44
E00101087,3,KV32P2,4.51
E00101088,3,KV32P2,5.02
E00101089,3,KV32P2,4.64
E00101090,3,KV32P2,4.81
E00101091,3,KV32P2,4.9
E00101092,3,KV32P2,4.91
E00101093,3,KV32P2,4.85
E00101094,3,KV32P2,2.73
E00101095,3,KV32P2,3.07
E00101096,3,KV32P2,2.28
E00101097,3,KV32P2,3.28
E00101098,3,KV32P2,2.78
E00101099,3,KV32P2,2.8
E00101100,3,KV32P2,2.59
E00101101,3,KV32P2,2.92
E00101102,3,KV32P2,3.48
E00101103,3,KV32P2,3.74
E00101104,3,KV32P2,2.85
E00101105,3,KV32P2,3.28
E00101106,3,KV59P1,6.77
E00101107,3,KV59P1,7.08
E00101108,3,KV32P2,3.4
E00101109,3,KV59P1,7.45
E00101110,3,KV32P2,3.62
E00101111,3,KV32P2,3.86
E00101112,3,KV32P2,3.59
E00101113,3,KV32P2,3.39
E00101114,3,KV32P2,3.25
E00101115,3,KV32P2,3.73
E00101116,3,KV32P2,3.95
E00101117,3,KV32P2,4.47
E00101118,3,KV32P2,4.04
E00101119,3,KV32P2,4.17
E00101120,3,KV32P2,3.95
E00101121,3,KV32P2,4.02
E00101122,3,KV59P1,6.44
E00101123,3,KV59P1,6.99
E00101124,3,KV59P1,7.08
E00101125,3,KV59P1,7.31
E00101126,3,KV59P1,6.15
E00101127,3,KV59P1,7.24
E00101129,3,KV59P1,7.41
E00101130,3,KV59P1,6.33
E00101131,3,KV59P1,6.48
E00101132,3,KV59P1,5.73
E00101133,3,KV59P1,6.82
E00101134,3,KV59P1,7.61
E00101135,3,KV59P1,6.68
E00101136,3,KV59P1,6.57
E00101137,3,KV59P1,7.22
E00101138,3,KV59P1,6.57
E00101139,3,KV59P1,6.58
E00101140,3,KV59P1,7.07
E00101141,3,KV59P1,7.37
E00101142,3,KV59P1,7.6
E00101143,3,KV59P1,7.05
E00101144,3,KV59P1,7.47
E00101145,3,KV59P1,6.35
E00101146,3,KV59P1,6.88
E00101147,3,KV59P1,7.19
E00101148,3,KV59P1,7.31
E00101149,3,KV59P1,6.48
E00101150,3,KV59P1,7.29
E00101151,3,KV59P1,7.07
E00101152,3,KV59P1,7.09
E00101153,3,KV59P1,7.67
E00101154,3,KV59P1,7.93
E00101155,3,KV59P1,7.22
E00101156,3,KV59P1,7.57
E00101157,3,KV59P1,6.79
E00101158,3,KV32P2,2.86
E00101159,3,KV59P1,6.78
E00101160,3,KV59P1,6.96
E00101161,3,KV59P1,6.79
E00101162,3,KV59P1,6.75
E00101163,3,KV32P2,2.48
E00101164,3,KV32P2,2.66
E00101165,3,KV32P2,3.19
E00101166,3,KV32P2,3.23
E00101167,3,KV32P2,3.47
E00101168,3,KV32P2,2.77
E00101169,3,KV32P2,3.5
E00101170,3,KV32P2,2.97
E00101171,3,KV32P2,3.66
E00101172,3,KV32P2,3.21
E00101173,3,KV32P2,2.76
E00101174,3,KV32P2,2.95
E00101175,3,KV32P2,3.06
E00101176,3,KV32P2,3.06
E00101177,3,KV32P2,3.9
E00101178,3,KV32P2,3.15
E00101179,3,KV32P2,2.79
E00101180,3,KV32P2,2.7
E00101181,3,KV32P2,4.21
E00101182,3,KV32P2,3.77
E00101183,3,KV32P2,4.04
E00101184,3,KV32P2,3.94
E00101185,3,KV32P2,3.48
E00101186,3,KV32P2,3.61
E00101187,3,KV32P2,3.66
E00101188,3,KV32P2,3.77
E00101189,3,KV32P2,2.89
E00101190,3,KV32P2,3.21
E00101191,3,KV32P2,2.98
E00101192,3,KV32P2,3.48
E00101193,3,KV32P2,3.1
E00101194,3,KV32P2,2.8
E00101195,3,KV32P2,4.59
E00101196,3,KV32P2,4.32
E00101197,3,KV32P2,3.93
E00101198,3,KV32P2,4.25
E00101199,3,KV32P2,3.71
E00101200,3,KV32P2,1.57
E00101201,3,KV32P2,1.84
E00101202,3,KV32P2,1.86
E00101203,3,KV32P2,1.67
E00101204,3,KV32P2,1.5
E00101205,3,KV32P2,1.18
E00101206,3,KV32P2,1.95
E00101207,3,KV32P2,1.91
E00101208,3,KV32P2,1.8
E00101209,3,KV32P2,1.65
E00101210,3,KV32P2,2.18
E00101211,3,KV32P2,2.02
E00101212,3,KV32P2,1.93
E00101213,3,KV32P2,1.85
E00101214,3,KV32P2,2.04
E00101215,3,KV32P2,2.12
E00101216,3,KV32P2,2.01
E00101217,3,KV32P2,1.94
E00101218,3,KV32P2,1.95
E00101219,3,KV32P2,1.95
E00101220,3,KV32P2,2.23
E00101221,3,KV32P2,3.16
E00101222,3,KV32P2,2.75
E00101223,3,KV32P2,2.92
E00101224,3,KV32P2,2.05
E00101225,3,KV32P2,3.01
E00101226,3,KV32P2,2.4
E00101227,3,KV59P1,5.09
E00101228,3,KV32P2,2.25
E00101229,3,KV59P1,5.48
E00101230,3,KV32P2,3.27
E00101231,3,KV59P1,6.63
E00101232,3,KV59P1,7.98
E00101233,3,KV32P2,2.54
E00101234,3,KV32P2,3.54
E00101235,3,KV32P2,3.25
E00101236,3,KV32P2,3.11
E00101237,3,KV32P2,2.38
E00101238,3,KV32P2,2.86
E00101239,3,KV32P2,5.94
E00101240,3,KV32P2,5.24
E00101241,3,KV32P2,4.2
E00101242,3,KV32P2,4.5
E00101243,3,KV32P2,4.04
E00101244,3,KV32P2,5.24
E00101245,3,KV32P2,4.87
E00101246,3,KV32P2,4.88
E00101247,3,KV32P2,5.61
E00101248,3,KV32P2,5.33
E00101249,3,KV32P2,5.51
E00101250,3,KV32P2,5.65
E00101251,3,KV32P2,5.95
E00101252,3,KV32P2,5.37
E00101253,3,KV32P2,4.16
E00101254,3,KV32P2,5.6
