oa_code,rnk,appliance_callsign,drive_time
E00101633,8,KV13P1,21.27
E00101634,8,KV32P2,21.57
E00101635,8,KV38P1,21.51
E00101636,8,KV13P1,22.53
E00101637,8,KV13P1,18.82
E00101638,8,KV44P1,27.61
E00101639,8,KV13P2,24.4
E00101640,8,KV09P1,26.06
E00101641,8,KV32P1,24.82
E00101642,8,KV09P1,26.27
E00101643,8,KV44P1,27.27
E00101644,8,KV40P1,18.33
E00101645,8,KV61P1,21.34
E00101646,8,KV61P2,18.21
E00101647,8,KV61P1,20.77
E00101648,8,KV72P1,21.55
E00101649,8,KV72P1,22.22
E00101650,8,KV72P1,21.83
E00101651,8,KV44P1,22.56
E00101652,8,KV40P1,19.62
E00101653,8,KV44P1,21.95
E00101654,8,KV59P1,22.53
E00101655,8,KV40P2,17.39
E00101656,8,KV23P1,20.02
E00101657,8,KV06P1,18.3
E00101658,8,KV46P1,21.57
E00101659,8,KV27P1,19.95
E00101660,8,KV06P1,20.16
E00101661,8,KV39P1,18.34
E00101662,8,KV59P1,22.01
E00101663,8,KV59P1,21.85
E00101664,8,KV14P1,22.43
E00101665,8,KV06P1,22.56
E00101666,8,KV14P1,22.75
E00101667,8,KV38P1,16.95
E00101668,8,KV64P1,19.6
E00101669,8,KV14P1,21.11
E00101670,8,KV38P1,18.69
E00101671,8,KV38P1,19.34
E00101672,8,KV38P1,18.49
E00101673,8,KV38P1,18.84
E00101674,8,KV38P1,18.86
E00101675,8,KV38P1,19.04
E00101676,8,KV38P1,18.51
E00101677,8,KV38P1,18.38
E00101678,8,KV38P1,19.61
E00101679,8,KV38P1,18.34
E00101680,8,KV38P1,17.89
E00101681,8,KV38P1,17.78
E00101682,8,KV38P1,17.43
E00101683,8,KV38P1,17.73
E00101684,8,KV13P2,17.28
E00101685,8,KV38P1,13.99
E00101686,8,KV46P1,21.9
E00101687,8,KV46P1,21.98
E00101688,8,KV32P2,20.66
E00101689,8,KV44P1,20.54
E00101690,8,KV32P1,20.27
E00101692,8,KV13P2,21.88
E00101693,8,KV13P2,21.83
E00101694,8,KV59P1,22.29
E00101695,8,KV15P1,17.9
E00101696,8,KV15P1,16.95
E00101697,8,KV15P1,16.78
E00101698,8,KV15P1,16.95
E00101699,8,KV15P1,16.94
E00101700,8,KV15P1,16.91
E00101701,8,KV15P1,17.99
E00101702,8,KV15P1,16.73
E00101703,8,KV15P1,16.72
E00101704,8,KV15P1,18.02
E00101705,8,KV15P1,18.8
E00101706,8,KV15P1,18.49
E00101707,8,KV15P1,17.77
E00101708,8,KV15P1,18.59
E00101709,8,KV35P1,22.0
E00101710,8,KV06P1,19.73
E00101711,8,KV35P1,23.96
E00101712,8,KV01P1,29.41
E00101713,8,KV35P1,29.27
E00101714,8,KV06P1,22.87
E00101715,8,KV35P1,25.59
E00101716,8,KV01P2,27.52
E00101717,8,KV02P2,23.36
E00101718,8,KV05P1,20.67
E00101719,8,KV11P2,20.92
E00101720,8,KV02P1,22.81
E00101721,8,KV02P1,21.8
E00101722,8,KV04P1,20.11
E00101723,8,KV05P1,19.91
E00101724,8,KV11P1,23.93
E00101725,8,KV04P2,21.68
E00101726,8,KV04P2,24.03
E00101727,8,KV04P2,23.57
E00101728,8,KV04P2,22.56
E00101729,8,KV04P2,22.37
E00101730,8,KV04P2,21.8
E00101731,8,KV04P2,21.8
E00101732,8,KV04P2,21.45
E00101733,8,KV04P2,22.41
E00101734,8,KV04P2,22.02
E00101735,8,KV07P1,19.23
E00101736,8,KV07P1,19.07
E00101737,8,KV04P2,22.74
E00101738,8,KV04P2,23.4
E00101739,8,KV04P2,22.05
E00101740,8,KV04P2,22.45
E00101741,8,KV04P2,22.15
E00101742,8,KV04P2,22.31
E00101743,8,KV04P2,21.54
E00101744,8,KV04P2,25.4
E00101745,8,KV04P2,23.03
E00101746,8,KV04P2,21.84
E00101747,8,KV04P2,23.12
E00101748,8,KV04P2,22.81
E00101749,8,KV04P2,22.76
E00101750,8,KV04P2,21.87
E00101751,8,KV04P2,22.54
E00101752,8,KV16P1,18.71
E00101753,8,KV16P1,17.86
E00101754,8,KV16P1,18.12
E00101755,8,KV16P1,18.85
E00101756,8,KV16P1,19.18
E00101757,8,KV16P1,19.16
E00101758,8,KV16P1,18.82
E00101759,8,KV16P1,18.79
E00101760,8,KV16P1,18.59
E00101761,8,KV16P1,19.17
E00101762,8,KV16P1,19.47
E00101763,8,KV16P1,19.1
E00101764,8,KV16P1,18.14
E00101765,8,KV16P1,18.56
E00101766,8,KV16P1,18.06
E00101767,8,KV16P1,17.91
E00101768,8,KV16P1,18.82
E00101769,8,KV16P1,18.27
E00101770,8,KV05P1,19.95
E00101771,8,KV04P2,28.08
E00101772,8,KV05P1,22.65
E00101773,8,KV04P2,26.37
E00101774,8,KV46P1,27.3
E00101775,8,KV04P2,24.05
E00101776,8,KV15P1,25.78
E00101777,8,KV05P1,24.93
E00101778,8,KV01P2,24.3
E00101779,8,KV04P2,25.77
E00101780,8,KV15P1,23.5
E00101781,8,KV38P1,24.28
E00101782,8,KV38P1,23.46
E00101783,8,KV44P1,29.47
E00101784,8,KV38P1,24.13
E00101785,8,KV38P1,21.94
E00101786,8,KV11P1,22.42
E00101787,8,KV11P1,19.27
E00101788,8,KV11P1,18.77
E00101789,8,KV11P1,19.15
E00101790,8,KV11P1,18.87
E00101791,8,KV11P1,18.36
E00101792,8,KV11P2,17.59
E00101793,8,KV05P1,17.73
E00101794,8,KV11P1,19.96
E00101795,8,KV11P1,18.79
E00101796,8,KV11P1,19.8
E00101797,8,KV16P1,26.03
E00101798,8,KV16P1,23.54
E00101800,8,KV16P1,19.49
E00101801,8,KV16P1,20.68
E00101802,8,KV16P1,19.98
E00101803,8,KV16P1,20.85
E00101804,8,KV16P1,20.21
E00101805,8,KV16P1,20.73
E00101806,8,KV16P1,20.32
E00101807,8,KV16P1,20.7
E00101808,8,KV16P1,21.86
E00101809,8,KV16P1,21.49
E00101810,8,KV16P1,21.09
E00101811,8,KV16P1,21.14
E00101812,8,KV15P1,18.67
E00101813,8,KV15P1,18.65
E00101814,8,KV15P1,18.35
E00101815,8,KV14P1,21.66
E00101816,8,KV15P1,18.76
E00101817,8,KV15P1,19.36
E00101818,8,KV14P1,21.05
E00101819,8,KV15P1,18.94
E00101820,8,KV14P1,22.24
E00101821,8,KV14P1,21.33
E00101822,8,KV15P1,18.78
E00101823,8,KV15P1,17.93
E00101824,8,KV15P1,18.61
E00101825,8,KV04P2,28.02
E00101826,8,KV04P2,28.78
E00101827,8,KV04P2,29.13
E00101828,8,KV04P2,26.43
E00101829,8,KV04P2,26.97
E00101830,8,KV04P2,30.8
E00101831,8,KV04P2,33.67
E00101832,8,KV04P2,32.02
E00101833,8,KV04P2,32.01
E00101834,8,KV04P2,31.57
E00101835,8,KV04P2,27.47
E00101836,8,KV04P2,27.57
E00101837,8,KV02P1,16.19
E00101838,8,KV14P1,20.88
E00101839,8,KV14P1,20.25
E00101841,8,KV07P1,19.56
E00101842,8,KV07P1,19.61
E00101843,8,KV11P1,26.56
E00101844,8,KV11P1,27.11
E00101845,8,KV11P1,27.04
E00101846,8,KV11P1,27.01
E00101847,8,KV11P1,26.47
E00101848,8,KV11P1,26.63
E00101849,8,KV11P1,26.48
E00101850,8,KV11P1,26.74
E00101851,8,KV11P1,27.12
E00101852,8,KV11P1,27.19
E00101853,8,KV11P1,27.01
E00101854,8,KV11P1,27.48
E00101855,8,KV11P1,26.76
E00101856,8,KV11P1,26.28
E00101857,8,KV11P1,26.25
E00101858,8,KV11P1,24.63
E00101859,8,KV11P1,25.85
E00101860,8,KV11P1,26.41
E00101861,8,KV11P1,25.73
E00101862,8,KV11P1,25.45
E00101863,8,KV11P1,26.22
E00101864,8,KV11P1,26.29
E00101865,8,KV11P1,27.39
E00101866,8,KV11P1,27.41
E00101867,8,KV11P1,27.14
E00101868,8,KV11P1,27.34
E00101869,8,KV11P1,28.44
E00101870,8,KV04P2,35.2
E00101871,8,KV11P1,27.64
E00101872,8,KV11P1,27.83
E00101873,8,KV11P1,28.29
E00101874,8,KV11P1,28.34
E00101875,8,KV11P1,27.82
E00101876,8,KV11P1,28.81
E00101877,8,KV11P1,26.87
E00101878,8,KV11P1,27.21
E00101879,8,KV14P1,23.83
E00101880,8,KV14P1,22.87
E00101881,8,KV14P1,24.52
E00101882,8,KV14P1,22.02
E00101883,8,KV08P1,25.14
E00101884,8,KV15P1,17.46
E00101885,8,KV04P1,18.7
E00101886,8,KV15P1,19.56
E00101887,8,KV15P1,18.07
E00101888,8,KV15P1,17.69
E00101889,8,KV16P1,22.17
E00101890,8,KV16P1,22.51
E00101891,8,KV16P1,21.35
E00101892,8,KV16P1,20.95
E00101893,8,KV16P1,22.16
E00101894,8,KV16P1,22.71
E00101895,8,KV07P1,21.57
E00101896,8,KV15P1,22.12
E00101897,8,KV16P1,23.14
E00101898,8,KV15P1,23.25
E00101899,8,KV14P1,20.66
E00101900,8,KV14P1,18.81
E00101901,8,KV16P1,18.36
E00101902,8,KV16P1,18.9
E00101903,8,KV16P1,18.58
E00101904,8,KV15P1,17.03
E00101905,8,KV15P1,17.9
E00101906,8,KV15P1,17.84
E00101907,8,KV15P1,17.65
E00101908,8,KV15P1,17.27
E00101909,8,KV15P1,17.82
E00101910,8,KV15P1,17.56
E00101911,8,KV16P1,18.89
E00101912,8,KV15P1,17.41
E00101913,8,KV16P1,19.2
E00101914,8,KV15P1,17.24
E00101915,8,KV02P2,31.36
E00101916,8,KV02P1,26.79
E00101917,8,KV02P1,25.24
E00101918,8,KV66P2,28.77
E00101919,8,KV02P1,26.98
E00101920,8,KV02P1,26.53
E00101921,8,KV11P1,20.0
E00101922,8,KV16P1,18.32
E00101923,8,KV04P2,24.18
E00101924,8,KV04P2,19.76
E00101925,8,KV14P1,19.64
E00101926,8,KV02P1,15.8
E00101927,8,KV16P1,19.28
E00101928,8,KV16P1,20.21
E00101929,8,KV16P1,19.22
E00101930,8,KV16P1,19.47
E00101931,8,KV16P1,19.44
E00101932,8,KV16P1,19.33
E00101933,8,KV16P1,19.78
E00101934,8,KV16P1,20.78
E00101935,8,KV16P1,19.89
E00101936,8,KV16P1,19.96
E00101937,8,KV16P1,20.28
E00101938,8,KV16P1,20.53
E00101939,8,KV15P1,18.31
E00101940,8,KV46P1,29.05
E00101941,8,KV46P1,26.36
E00101942,8,KV01P2,23.65
E00101943,8,KV64P1,23.06
E00101944,8,KV11P1,25.88
E00101945,8,KV64P1,23.06
E00101946,8,KV16P1,16.49
E00101947,8,KV04P1,15.86
E00101948,8,KV07P1,17.52
E00101949,8,KV07P1,16.75
E00101950,8,KV07P1,16.85
E00101951,8,KV16P1,17.74
E00101952,8,KV16P1,17.58
E00101954,8,KV02P2,17.79
E00101955,8,KV02P2,17.55
E00101956,8,KV16P1,17.64
E00101957,8,KV07P1,16.31
E00101958,8,KV02P2,17.49
E00101959,8,KV35P1,26.05
E00101960,8,KV35P1,24.84
E00101961,8,KV35P1,25.33
E00101962,8,KV35P1,26.89
E00101963,8,KV35P1,25.05
E00101964,8,KV35P1,25.45
E00101965,8,KV35P1,25.78
E00101966,8,KV35P1,25.17
E00101967,8,KV35P1,26.03
E00101968,8,KV35P1,24.94
E00101969,8,KV35P1,25.32
E00101970,8,KV35P1,26.03
E00101971,8,KV35P1,26.34
E00101972,8,KV35P1,26.45
E00101973,8,KV01P2,24.28
E00101974,8,KV06P1,22.63
E00101975,8,KV64P1,18.45
E00101976,8,KV38P1,20.44
E00101977,8,KV38P1,20.72
E00101978,8,KV35P1,23.94
E00101979,8,KV38P2,24.08
E00101980,8,KV16P1,19.84
E00101981,8,KV16P1,19.65
E00101982,8,KV16P1,19.59
E00101983,8,KV16P1,18.86
E00101984,8,KV16P1,18.63
E00101985,8,KV16P1,18.37
E00101986,8,KV16P1,19.0
E00101987,8,KV16P1,18.34
E00101988,8,KV07P1,16.92
E00101989,8,KV16P1,18.03
E00101990,8,KV16P1,19.04
E00101991,8,KV16P1,18.7
E00101992,8,KV16P1,19.51
E00101993,8,KV16P1,19.72
E00101994,8,KV54P2,17.65
E00101995,8,KV54P2,19.45
E00101996,8,KV22P1,17.89
E00101997,8,KV24P2,21.15
E00101998,8,KV31P1,16.57
E00101999,8,KV24P2,21.54
E00102000,8,KV24P2,21.01
E00102001,8,KV24P1,17.6
E00102002,8,KV26P1,17.23
E00102003,8,KV24P1,16.43
E00102004,8,KV55P1,17.92
E00102005,8,KV55P1,17.8
E00102006,8,KV17P1,18.92
E00102007,8,KV26P1,15.98
E00102008,8,KV26P1,16.33
E00102009,8,KV51P1,13.05
E00102010,8,KV51P1,12.4
E00102011,8,KV51P1,12.3
E00102012,8,C3P1,11.98
E00102013,8,KV51P1,12.94
E00102014,8,KV51P1,13.04
E00102015,8,KV51P1,12.41
E00102016,8,KV51P1,13.25
E00102017,8,KV51P1,12.71
E00102018,8,KV51P1,13.24
E00102019,8,KV51P1,12.27
E00102020,8,KV51P1,13.23
E00102021,8,KV51P1,14.16
E00102022,8,KV49P2,13.31
E00102023,8,KV51P1,15.22
E00102024,8,KV51P1,21.52
E00102025,8,KV51P1,20.27
E00102026,8,KV51P1,21.84
E00102027,8,KV49P1,28.49
E00102028,8,KV49P1,25.0
E00102029,8,KV47P1,19.26
E00102030,8,KV49P1,25.95
E00102031,8,KV51P1,16.14
E00102032,8,KV51P1,15.9
E00102033,8,KV22P1,14.84
E00102034,8,KV51P1,13.99
E00102035,8,KV49P2,9.72
E00102036,8,KV49P2,11.4
E00102037,8,KV49P2,9.62
E00102038,8,KV53P1,10.86
E00102039,8,KV53P1,15.78
E00102040,8,KV17P2,15.79
E00102041,8,KV18P2,13.29
E00102042,8,KV53P1,15.04
E00102043,8,KV17P2,14.94
E00102044,8,KV53P1,16.31
E00102045,8,KV22P1,26.89
E00102046,8,KV22P1,27.59
E00102047,8,KV22P1,26.12
E00102048,8,KV22P1,28.05
E00102049,8,KV22P1,26.56
E00102050,8,KV22P1,27.89
E00102051,8,KV22P1,28.76
E00102052,8,KV22P1,27.43
E00102053,8,KV22P1,27.26
E00102054,8,KV22P1,27.62
E00102055,8,KV22P1,27.0
E00102056,8,KV22P1,27.48
E00102057,8,KV22P1,27.69
E00102058,8,KV31P1,18.16
E00102059,8,KV31P1,18.64
E00102060,8,KV31P1,13.19
E00102061,8,KV31P1,15.02
E00102062,8,KV31P1,16.34
E00102063,8,KV22P1,27.35
E00102064,8,KV22P1,24.84
E00102065,8,KV22P1,26.3
E00102066,8,KV22P1,26.3
E00102067,8,KV22P1,26.16
E00102068,8,KV22P1,26.19
E00102069,8,KV22P1,25.96
E00102070,8,KV22P1,26.13
E00102071,8,KV17P3,10.75
E00102072,8,KV19P1,13.04
E00102073,8,KV17P2,12.11
E00102074,8,KV17P2,12.51
E00102075,8,KV17P2,12.52
E00102076,8,KV17P2,12.98
E00102077,8,KV17P2,11.65
E00102078,8,KV28P2,14.36
E00102079,8,KV55P1,21.73
E00102080,8,KV49P1,21.5
E00102081,8,KV31P1,16.11
E00102082,8,KV20P1,14.74
E00102083,8,KV18P2,13.31
E00102084,8,KV55P1,20.34
E00102085,8,KV22P1,14.47
E00102086,8,KV49P2,10.44
E00102087,8,KV50P1,16.38
E00102088,8,KV50P1,15.86
E00102089,8,KV49P1,18.18
E00102090,8,KV47P1,15.56
E00102091,8,KV51P1,15.94
E00102092,8,KV47P1,17.1
E00102093,8,KV47P1,15.3
E00102094,8,KV47P1,15.16
E00102095,8,KV19P1,13.77
E00102096,8,KV19P1,13.65
E00102097,8,KV47P1,14.5
E00102098,8,KV50P2,19.28
E00102099,8,KV54P2,14.69
E00102100,8,KV50P1,16.91
E00102101,8,KV51P1,13.17
E00102102,8,KV54P2,11.77
E00102103,8,KV51P1,13.68
E00102104,8,KV54P2,11.92
E00102105,8,KV51P1,12.57
E00102106,8,KV51P1,12.45
E00102107,8,KV51P1,12.7
E00102108,8,KV22P1,13.92
E00102109,8,KV48P1,15.1
E00102110,8,KV22P1,12.9
E00102111,8,KV48P1,15.4
E00102112,8,KV22P1,13.6
E00102113,8,KV22P1,13.42
E00102114,8,KV48P1,15.29
E00102115,8,KV54P2,11.64
E00102116,8,KV48P1,15.51
E00102117,8,KV54P2,11.43
E00102118,8,KV48P1,14.9
E00102119,8,KV51P1,13.75
E00102120,8,KV22P1,13.17
E00102121,8,KV48P1,15.19
E00102122,8,KV51P1,13.56
E00102123,8,KV51P1,13.12
E00102124,8,KV51P1,12.75
E00102125,8,KV51P1,13.05
E00102126,8,KV51P1,12.4
E00102127,8,KV51P1,13.03
E00102128,8,KV51P1,13.21
E00102129,8,KV51P1,13.14
E00102130,8,KV51P1,13.05
E00102131,8,KV51P1,13.35
E00102132,8,KV51P1,12.96
E00102133,8,KV51P1,13.08
E00102134,8,KV51P1,12.69
E00102135,8,KV51P1,12.64
E00102136,8,KV51P1,12.78
E00102137,8,KV24P1,21.69
E00102138,8,KV24P1,21.56
E00102139,8,KV53P1,20.3
E00102140,8,KV24P1,20.69
E00102141,8,KV24P1,20.38
E00102142,8,KV24P1,20.87
E00102143,8,KV24P1,20.83
E00102144,8,KV24P1,20.51
E00102145,8,KV31P1,19.76
E00102146,8,KV31P1,19.9
E00102147,8,KV24P1,20.37
E00102148,8,KV24P1,20.31
E00102149,8,KV31P1,19.91
E00102150,8,KV24P1,20.84
E00102151,8,KV28P2,9.23
E00102152,8,KV21P2,10.67
E00102153,8,KV28P2,8.5
E00102154,8,KV28P2,9.52
E00102155,8,KV28P2,9.4
E00102156,8,KV28P2,9.97
E00102157,8,KV28P2,9.39
E00102158,8,KV48P1,19.93
E00102159,8,KV48P1,19.93
E00102160,8,KV54P2,14.98
E00102161,8,KV48P1,19.05
E00102162,8,KV48P1,16.38
E00102163,8,KV48P1,19.07
E00102164,8,KV31P1,25.75
E00102165,8,KV31P1,27.98
E00102166,8,KV31P1,25.49
E00102167,8,KV31P1,26.44
E00102168,8,KV24P1,27.82
E00102169,8,KV31P1,28.81
E00102170,8,KV24P1,28.89
E00102171,8,KV24P1,28.76
E00102172,8,KV24P1,28.52
E00102173,8,KV24P1,28.58
E00102174,8,KV24P1,28.98
E00102175,8,KV31P1,28.54
E00102176,8,KV31P1,26.38
E00102177,8,KV53P1,22.42
E00102178,8,KV53P1,23.06
E00102179,8,KV31P1,31.0
E00102180,8,KV31P1,31.6
E00102181,8,KV31P1,22.49
E00102182,8,KV31P1,25.88
E00102183,8,KV54P2,25.37
E00102184,8,KV54P2,25.76
E00102185,8,KV55P1,27.09
E00102186,8,KV29P1,24.94
E00102187,8,KV29P1,27.04
E00102188,8,KV55P1,27.23
E00102189,8,KV18P1,27.58
E00102190,8,KV18P1,27.83
E00102191,8,KV47P1,16.77
E00102192,8,KV50P2,18.74
E00102193,8,KV31P1,12.77
E00102194,8,KV31P1,12.77
E00102195,8,KV50P2,18.16
E00102196,8,KV50P2,18.59
E00102197,8,KV31P1,12.72
E00102198,8,KV47P1,14.28
E00102199,8,KV50P2,17.68
E00102200,8,KV31P1,22.84
E00102201,8,KV31P1,27.74
E00102202,8,KV31P1,22.63
E00102203,8,KV31P1,22.48
E00102204,8,KV31P1,24.37
E00102205,8,KV31P1,22.44
E00102206,8,KV31P1,23.43
E00102207,8,KV24P1,18.67
E00102208,8,KV31P1,19.35
E00102209,8,KV22P1,26.86
E00102210,8,KV22P1,28.82
E00102211,8,KV22P1,26.41
E00102212,8,KV22P1,27.84
E00102213,8,KV21P2,14.17
E00102214,8,KV21P2,13.76
E00102215,8,KV17P2,14.46
E00102216,8,KV17P2,14.46
E00102217,8,KV17P2,13.1
E00102218,8,KV21P2,13.93
E00102219,8,KV17P2,13.71
E00102220,8,KV17P2,13.46
E00102221,8,KV19P1,13.84
E00102222,8,KV17P2,13.5
E00102223,8,KV19P1,13.88
E00102224,8,KV17P2,13.5
E00102225,8,KV17P2,13.99
E00102226,8,KV17P2,13.83
E00102227,8,KV17P2,14.27
E00102228,8,KV17P2,14.11
E00102229,8,KV17P2,14.73
E00102230,8,KV17P2,16.07
E00102231,8,KV17P2,16.35
E00102232,8,KV17P2,14.27
E00102233,8,KV17P2,14.83
E00102234,8,KV17P2,14.82
E00102235,8,KV17P2,13.85
E00102236,8,KV53P1,15.85
E00102237,8,KV17P2,15.52
E00102238,8,KV17P2,14.18
E00102239,8,KV17P2,13.65
E00102240,8,KV17P2,14.02
E00102241,8,KV17P2,14.52
E00102242,8,KV17P2,14.26
E00102243,8,KV53P1,9.8
E00102245,8,KV53P1,10.28
E00102246,8,KV55P1,10.95
E00102247,8,KV53P1,15.96
E00102248,8,KV53P1,17.16
E00102249,8,KV53P1,15.07
E00102250,8,KV53P1,14.79
E00102251,8,KV53P1,14.32
E00102252,8,KV53P1,15.41
E00102253,8,KV53P1,15.27
E00102254,8,KV53P1,15.66
E00102255,8,KV53P1,16.73
E00102256,8,KV53P1,16.08
E00102257,8,KV18P2,14.06
E00102258,8,KV29P1,21.33
E00102259,8,KV29P1,22.28
E00102260,8,KV17P1,21.25
E00102261,8,KV17P1,25.89
E00102262,8,KV55P1,23.34
E00102263,8,KV24P1,21.66
E00102264,8,KV24P1,21.3
E00102265,8,KV31P1,20.29
E00102266,8,KV31P1,20.46
E00102267,8,KV31P1,20.75
E00102268,8,KV24P1,21.26
E00102269,8,KV24P1,22.26
E00102270,8,KV31P1,22.96
E00102271,8,KV54P2,11.49
E00102272,8,KV48P1,13.87
E00102273,8,KV48P1,14.34
E00102274,8,KV54P2,10.46
E00102275,8,KV48P1,14.15
E00102276,8,KV54P2,11.42
E00102277,8,KV54P2,11.06
E00102278,8,KV31P2,10.33
E00102279,8,KV31P2,10.29
E00102280,8,KV31P1,8.89
E00102281,8,KV31P2,10.72
E00102282,8,KV31P2,10.63
E00102283,8,KV28P1,10.75
E00102284,8,KV28P1,10.41
E00102285,8,KV20P1,10.28
E00102286,8,KV20P1,10.26
E00102288,8,KV17P3,8.83
E00102289,8,KV20P1,10.24
E00102290,8,KV20P1,10.02
E00102291,8,KV20P1,10.34
E00102292,8,KV22P1,12.93
E00102293,8,KV17P2,10.26
E00102294,8,KV22P1,13.44
E00102295,8,KV28P1,11.24
E00102296,8,KV17P1,17.35
E00102297,8,KV31P1,13.84
E00102298,8,KV31P1,12.14
E00102299,8,KV17P1,18.56
E00102300,8,KV17P1,17.49
E00102301,8,KV31P1,12.24
E00102302,8,KV17P1,16.46
E00102303,8,KV17P1,16.51
E00102304,8,KV31P1,12.15
E00102305,8,KV31P1,11.82
E00102306,8,KV17P1,16.27
E00102307,8,KV17P1,16.59
E00102308,8,KV17P1,16.74
E00102309,8,KV28P2,14.6
E00102310,8,KV28P2,14.58
E00102311,8,KV55P1,16.38
E00102312,8,KV28P2,14.64
E00102313,8,KV28P2,14.29
E00102314,8,KV28P2,15.41
E00102315,8,KV28P2,14.14
E00102316,8,KV55P1,16.3
E00102317,8,KV28P2,13.87
E00102318,8,KV55P1,17.15
E00102319,8,KV55P1,17.31
E00102320,8,KV55P1,17.63
E00102321,8,KV17P3,8.84
E00102322,8,KV17P3,9.46
E00102323,8,KV17P3,9.17
E00102324,8,KV17P3,8.88
E00102325,8,KV25P1,9.3
E00102326,8,KV32P1,16.47
E00102327,8,KV17P3,9.45
E00102328,8,KV17P3,10.09
E00102329,8,KV17P3,9.46
E00102330,8,KV17P2,14.78
E00102331,8,KV59P1,18.36
E00102332,8,KV59P1,17.44
E00102333,8,KV30P2,14.34
E00102334,8,KV30P2,14.65
E00102335,8,KV30P2,14.36
E00102336,8,KV30P2,14.61
E00102337,8,KV22P1,15.7
E00102338,8,KV23P1,16.5
E00102339,8,KV23P1,16.39
E00102340,8,KV59P1,18.05
E00102341,8,KV23P1,16.66
E00102342,8,KV23P1,16.62
E00102343,8,KV59P1,18.22
E00102344,8,KV59P1,18.34
E00102345,8,KV59P1,17.69
E00102346,8,KV23P1,17.5
E00102347,8,KV23P1,16.57
E00102348,8,KV17P2,14.57
E00102349,8,KV30P2,14.28
E00102350,8,KV17P2,14.4
E00102351,8,KV17P2,14.06
E00102352,8,KV17P2,14.15
E00102353,8,KV17P2,12.99
E00102354,8,KV22P1,18.88
E00102355,8,KV22P1,18.93
E00102356,8,KV17P3,8.13
E00102357,8,KV17P3,8.32
E00102358,8,KV18P1,12.45
E00102359,8,KV17P3,7.78
E00102360,8,KV17P3,8.15
E00102361,8,KV17P3,8.48
E00102362,8,KV17P3,8.1
E00102363,8,KV17P3,8.77
E00102364,8,KV20P1,8.98
E00102365,8,KV17P3,7.74
E00102366,8,KV17P3,7.68
E00102367,8,KV20P1,8.03
E00102368,8,KV20P1,8.26
E00102369,8,KV17P3,8.01
E00102370,8,KV30P2,12.97
E00102371,8,KV17P3,8.16
E00102372,8,KV17P3,8.29
E00102373,8,KV30P1,9.09
E00102374,8,KV30P1,8.49
E00102375,8,KV30P1,8.71
E00102376,8,KV30P1,9.21
E00102377,8,KV30P1,9.33
E00102378,8,KV30P1,9.65
E00102379,8,KV30P1,9.13
E00102380,8,KV30P1,8.9
E00102381,8,KV30P1,9.01
E00102382,8,KV30P1,9.25
E00102383,8,KV30P1,8.86
E00102384,8,KV30P1,9.42
E00102385,8,KV30P1,8.7
E00102386,8,KV30P1,8.18
E00102387,8,KV30P1,8.7
E00102388,8,KV30P1,8.14
E00102389,8,KV30P1,8.89
E00102390,8,KV30P1,8.06
E00102391,8,KV30P1,9.04
E00102392,8,KV30P1,8.16
E00102393,8,KV30P1,7.76
E00102394,8,KV30P1,8.84
E00102395,8,KV30P1,8.58
E00102396,8,KV30P1,9.08
E00102397,8,KV20P1,8.29
E00102398,8,KV30P1,8.65
E00102399,8,KV20P1,8.14
E00102400,8,KV20P1,8.04
E00102401,8,KV30P1,9.25
E00102402,8,KV30P1,9.04
E00102403,8,KV30P1,8.94
E00102404,8,KV18P1,12.45
E00102405,8,KV30P1,9.03
E00102406,8,KV20P1,8.24
E00102407,8,KV20P1,8.42
E00102408,8,KV30P1,9.18
E00102409,8,KV20P1,8.43
E00102410,8,KV20P1,8.5
E00102411,8,KV30P1,8.94
E00102412,8,KV30P1,8.44
E00102413,8,KV30P1,8.97
E00102414,8,KV30P1,9.11
E00102415,8,KV20P1,9.25
E00102417,8,KV32P1,15.25
E00102418,8,KV32P1,15.15
E00102419,8,KV32P1,14.84
E00102420,8,KV32P2,13.32
E00102421,8,KV32P1,15.15
E00102422,8,KV32P1,15.26
E00102423,8,KV32P1,14.95
E00102424,8,KV32P1,15.7
E00102425,8,KV32P1,15.37
E00102426,8,KV32P1,15.64
E00102428,8,KV28P1,9.55
E00102429,8,KV30P2,13.72
E00102430,8,KV32P1,18.3
E00102431,8,KV22P1,16.23
E00102432,8,KV30P2,13.66
E00102433,8,KV30P2,13.89
E00102434,8,KV30P1,9.02
E00102435,8,KV20P1,8.77
E00102436,8,KV30P1,8.58
E00102437,8,KV30P1,7.97
E00102438,8,KV30P1,9.91
E00102439,8,KV30P1,9.53
E00102440,8,KV20P1,9.88
E00102441,8,KV30P1,8.96
E00102442,8,KV30P1,8.96
E00102443,8,KV30P1,9.24
E00102444,8,KV20P1,8.4
E00102445,8,KV30P1,9.17
E00102446,8,KV20P1,8.79
E00102447,8,KV30P1,8.92
E00102448,8,KV30P1,8.77
E00102449,8,KV30P1,8.48
E00102450,8,KV30P1,8.91
E00102451,8,KV17P2,16.35
E00102452,8,KV45P2,14.55
E00102453,8,KV28P2,15.03
E00102454,8,KV28P2,15.69
E00102455,8,KV28P2,15.17
E00102456,8,KV17P2,16.87
E00102457,8,KV28P2,15.17
E00102458,8,KV32P1,20.41
E00102459,8,KV28P1,14.34
E00102460,8,KV32P1,20.15
E00102461,8,KV17P2,16.9
E00102462,8,KV17P2,16.91
